titre,description,genre
La Délicatesse,"Nathalie, veuve, retrouve peu à peu le goût de vivre grâce à un collègue inattendu.",Romance
PS : I Love You,Une jeune veuve reçoit des lettres d’amour posthumes de son mari décédé.,Romance
Orgueil et Préjugés,Elizabeth Bennet découvre l’amour à travers ses préjugés et les fiertés de M. Darcy.,Romance
Outlander,"Claire Randall, infirmière de guerre, voyage dans le temps et tombe amoureuse d’un guerrier écossais.",Romance
Jane Eyre,"Une gouvernante orpheline tombe amoureuse de son mystérieux employeur, M. Rochester.",Romance
Les oiseaux se cachent pour mourir,Une passion interdite entre un prêtre et une jeune femme dans l’Australie rurale.,Romance
Avant toi,Une jeune femme aide un homme tétraplégique à retrouver goût à la vie et découvre l’amour.,Romance
Nos étoiles contraires,Deux adolescents atteints de cancer vivent une histoire d’amour intense et tragique.,Romance
L’Écume des jours,"Colin tombe amoureux de Chloé, mais leur bonheur est terni par une maladie rare.",Romance
Call Me by Your Name,"Un été en Italie, Elio et Oliver vivent une histoire d’amour intense et éphémère.",Romance
La Délicatesse,"Nathalie, veuve, retrouve peu à peu le goût de vivre grâce à un collègue inattendu.",Romance
PS : I Love You,Une jeune veuve reçoit des lettres d’amour posthumes de son mari décédé.,Romance
Orgueil et Préjugés,Elizabeth Bennet découvre l’amour à travers ses préjugés et les fiertés de M. Darcy.,Romance
Outlander,"Claire Randall, infirmière de guerre, voyage dans le temps et tombe amoureuse d’un guerrier écossais.",Romance
Jane Eyre,"Une gouvernante orpheline tombe amoureuse de son mystérieux employeur, M. Rochester.",Romance
Les oiseaux se cachent pour mourir,Une passion interdite entre un prêtre et une jeune femme dans l’Australie rurale.,Romance
Avant toi,Une jeune femme aide un homme tétraplégique à retrouver goût à la vie et découvre l’amour.,Romance
Nos étoiles contraires,Deux adolescents atteints de cancer vivent une histoire d’amour intense et tragique.,Romance
L’Écume des jours,"Colin tombe amoureux de Chloé, mais leur bonheur est terni par une maladie rare.",Romance
Call Me by Your Name,"Un été en Italie, Elio et Oliver vivent une histoire d’amour intense et éphémère.",Romance
La Délicatesse,"Nathalie, veuve, retrouve peu à peu le goût de vivre grâce à un collègue inattendu.",Romance
PS : I Love You,Une jeune veuve reçoit des lettres d’amour posthumes de son mari décédé.,Romance
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
Gandhi : Autobiographie,"Gandhi évoque sa vie, ses engagements, sa philosophie de la non-violence et ses luttes en Inde.",Biographie
Churchill : Une vie,"Une biographie complète du légendaire Premier ministre britannique, homme de guerre et d’esprit.",Biographie
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
Gandhi : Autobiographie,"Gandhi évoque sa vie, ses engagements, sa philosophie de la non-violence et ses luttes en Inde.",Biographie
Churchill : Une vie,"Une biographie complète du légendaire Premier ministre britannique, homme de guerre et d’esprit.",Biographie
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
Gandhi : Autobiographie,"Gandhi évoque sa vie, ses engagements, sa philosophie de la non-violence et ses luttes en Inde.",Biographie
Churchill : Une vie,"Une biographie complète du légendaire Premier ministre britannique, homme de guerre et d’esprit.",Biographie
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
Gandhi : Autobiographie,"Gandhi évoque sa vie, ses engagements, sa philosophie de la non-violence et ses luttes en Inde.",Biographie
Churchill : Une vie,"Une biographie complète du légendaire Premier ministre britannique, homme de guerre et d’esprit.",Biographie
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
Gandhi : Autobiographie,"Gandhi évoque sa vie, ses engagements, sa philosophie de la non-violence et ses luttes en Inde.",Biographie
Churchill : Une vie,"Une biographie complète du légendaire Premier ministre britannique, homme de guerre et d’esprit.",Biographie
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
Gandhi : Autobiographie,"Gandhi évoque sa vie, ses engagements, sa philosophie de la non-violence et ses luttes en Inde.",Biographie
Churchill : Une vie,"Une biographie complète du légendaire Premier ministre britannique, homme de guerre et d’esprit.",Biographie
Une vie,"Simone Veil retrace sa vie marquée par la déportation, la politique et la lutte pour les droits des femmes.",Biographie
Nelson Mandela : Un long chemin vers la liberté,Nelson Mandela raconte sa lutte contre l’apartheid et son chemin vers la présidence sud-africaine.,Biographie
Le journal d’Anne Frank,Le journal intime poignant d’une adolescente juive cachée durant l’occupation nazie.,Biographie
Steve Jobs,"La vie complexe et intense de Steve Jobs, cofondateur d’Apple, racontée par Walter Isaacson.",Biographie
Marie Curie : Une vie,"Une biographie passionnante de la scientifique Marie Curie, première femme à recevoir un prix Nobel.",Biographie
"Malala : Moi, Malala","L’histoire inspirante de Malala, militante pakistanaise pour l’éducation des filles, survivante d’un attentat.",Biographie
Devenir,Michelle Obama partage son parcours de fille de Chicago à Première dame des États-Unis.,Biographie
L’Homme qui voulait être heureux,"Un récit fictif inspirant d’un homme ordinaire en quête de sens à Bali, présenté comme une fable de sagesse.",Biographie
